trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,"2025-03-03 05:37:00",-6.130216,106.830655,39.7,0.33124
1,"2025-03-03 05:37:30",-6.130448,106.827821,37.7,0.31439
1,"2025-03-03 05:38:00",-6.131013,106.824544,44.1,0.36777
1,"2025-03-03 05:38:30",-6.131514,106.821633,39.2,0.32656
1,"2025-03-03 05:39:00",-6.131447,106.818451,43.3,0.36086
1,"2025-03-03 05:39:30",-6.13005,106.816038,37.1,0.30907
1,"2025-03-03 05:40:00",-6.129584,106.813655,32.8,0.27344
1,"2025-03-03 05:40:30",-6.130053,106.811193,33.4,0.27824
1,"2025-03-03 05:41:00",-6.130724,106.808525,36.5,0.30428
1,"2025-03-03 05:41:30",-6.131388,106.805891,36,0.30038
1,"2025-03-03 05:42:00",-6.131881,106.802894,40.3,0.33586
1,"2025-03-03 05:42:30",-6.132076,106.799926,39.5,0.32932
1,"2025-03-03 05:43:00",-6.132171,106.797563,31.4,0.26145
1,"2025-03-03 05:43:30",-6.132269,106.79513,32.3,0.26916
1,"2025-03-03 05:44:00",-6.132367,106.792688,32.4,0.27025
1,"2025-03-03 05:44:30",-6.132102,106.790176,33.6,0.27999
1,"2025-03-03 05:45:00",-6.131753,106.787708,33.1,0.27562
1,"2025-03-03 05:45:30",-6.131263,106.78458,42.1,0.35073
1,"2025-03-03 05:46:00",-6.130207,106.781953,37.6,0.31325
1,"2025-03-03 05:46:30",-6.128708,106.77999,32.9,0.27426
1,"2025-03-03 05:47:00",-6.126306,106.777714,44,0.36699
1,"2025-03-03 05:47:30",-6.124095,106.776295,35.1,0.29253
1,"2025-03-03 05:48:00",-6.121924,106.774405,39.6,0.3296
1,"2025-03-03 05:48:30",-6.121574,106.771797,35.5,0.29623
1,"2025-03-03 05:49:00",-6.121621,106.768618,42.4,0.353
1,"2025-03-03 05:49:30",-6.121998,106.766284,31.4,0.26152
1,"2025-03-03 05:50:00",-6.122244,106.763427,38.1,0.31709
1,"2025-03-03 05:50:30",-6.122505,106.760394,40.4,0.33656
1,"2025-03-03 05:51:00",-6.122579,106.75748,38.7,0.32291
1,"2025-03-03 05:51:30",-6.122476,106.754658,37.5,0.31226
1,"2025-03-03 05:52:00",-6.122367,106.751691,39.4,0.32818
1,"2025-03-03 05:52:30",-6.122251,106.748537,41.9,0.349
1,"2025-03-03 05:53:00",-6.122157,106.745997,33.7,0.281
1,"2025-03-03 05:53:30",-6.121445,106.743438,35.8,0.29838
1,"2025-03-03 05:54:00",-6.120445,106.741079,34,0.28349
1,"2025-03-03 05:54:30",-6.119492,106.73883,32.4,0.27035
1,"2025-03-03 05:55:00",-6.118298,106.736671,33.1,0.27595
1,"2025-03-03 05:55:30",-6.116502,106.734828,34.3,0.2861
1,"2025-03-03 05:56:00",-6.116701,106.732823,36.8,0.30681
1,"2025-03-03 05:56:30",-6.11951,106.73237,39,0.32525
1,"2025-03-03 05:57:00",-6.122064,106.730999,38.6,0.32189
1,"2025-03-03 05:57:30",-6.124546,106.729951,36,0.30014
1,"2025-03-03 05:58:00",-6.127734,106.729749,42.7,0.35604
1,"2025-03-03 05:58:30",-6.130379,106.729856,35.3,0.29433
1,"2025-03-03 05:59:00",-6.133316,106.729933,39.2,0.32684
1,"2025-03-03 05:59:30",-6.136097,106.729811,37.1,0.30951
1,"2025-03-03 06:00:00",-6.138327,106.729713,29.8,0.24822
1,"2025-03-03 06:00:30",-6.140687,106.729387,31.9,0.26576
1,"2025-03-03 06:01:00",-6.142375,106.729032,23,0.19172
1,"2025-03-03 06:01:30",-6.144492,106.728586,28.9,0.24051
1,"2025-03-03 06:02:00",-6.146242,106.728218,23.9,0.19878
1,"2025-03-03 06:02:30",-6.148416,106.72776,29.6,0.24702
1,"2025-03-03 06:03:00",-6.150604,106.7273,29.8,0.24857
1,"2025-03-03 06:03:30",-6.152593,106.72728,26.6,0.22143
1,"2025-03-03 06:04:00",-6.154379,106.727286,23.8,0.19858
1,"2025-03-03 06:04:30",-6.156441,106.72713,27.6,0.23022
1,"2025-03-03 06:05:00",-6.158346,106.726951,25.5,0.2129
1,"2025-03-03 06:05:30",-6.16013,106.726996,23.8,0.19843
1,"2025-03-03 06:06:00",-6.162197,106.727047,27.6,0.22982
1,"2025-03-03 06:06:30",-6.16415,106.727095,26.1,0.21729
1,"2025-03-03 06:07:00",-6.166243,106.727165,28,0.23293
1,"2025-03-03 06:07:30",-6.168641,106.727389,32.1,0.26772
1,"2025-03-03 06:08:00",-6.170979,106.727606,31.3,0.26117
1,"2025-03-03 06:08:30",-6.172792,106.727775,24.3,0.20246
1,"2025-03-03 06:09:00",-6.175002,106.727981,29.6,0.24677
1,"2025-03-03 06:09:30",-6.177043,106.728171,27.4,0.22792
1,"2025-03-03 06:10:00",-6.178958,106.728422,25.8,0.2151
1,"2025-03-03 06:10:30",-6.180889,106.728885,26.5,0.22075
1,"2025-03-03 06:11:00",-6.18298,106.729387,28.7,0.23909
1,"2025-03-03 06:11:30",-6.184711,106.729802,23.7,0.19781
1,"2025-03-03 06:12:00",-6.18656,106.730136,25.1,0.2092
1,"2025-03-03 06:12:30",-6.188504,106.730406,26.2,0.21816
1,"2025-03-03 06:13:00",-6.190036,106.729678,23.3,0.19448
1,"2025-03-03 06:13:30",-6.190835,106.727706,29.6,0.24651
1,"2025-03-03 06:14:00",-6.190552,106.725436,30.3,0.25284
1,"2025-03-03 06:14:30",-6.190661,106.723522,25.5,0.21253
1,"2025-03-03 06:15:00",-6.191208,106.721346,29.8,0.24867
1,"2025-03-03 06:15:30",-6.192126,106.719195,31.1,0.25948
1,"2025-03-03 06:16:00",-6.193228,106.717255,29.8,0.24834
1,"2025-03-03 06:16:30",-6.194597,106.715495,29.6,0.24702
1,"2025-03-03 06:17:00",-6.1957,106.714077,23.9,0.19898
1,"2025-03-03 06:17:30",-6.197153,106.71221,31.5,0.2621
1,"2025-03-03 06:18:00",-6.198329,106.710699,25.5,0.21215
1,"2025-03-03 06:18:30",-6.199523,106.709165,25.8,0.21539
1,"2025-03-03 06:19:00",-6.200586,106.707798,23,0.19186
1,"2025-03-03 06:19:30",-6.201837,106.70619,27.1,0.22571
1,"2025-03-03 06:20:00",-6.20301,106.704684,25.4,0.21148
1,"2025-03-03 06:20:30",-6.204315,106.703006,28.3,0.23547
1,"2025-03-03 06:21:00",-6.205464,106.701529,24.9,0.20731
1,"2025-03-03 06:21:30",-6.206779,106.69984,28.5,0.23721
1,"2025-03-03 06:22:00",-6.207677,106.698685,30.2,0.25128
2,"2025-03-03 09:44:00",-6.206642,106.700015,22.4,0.18668
2,"2025-03-03 09:44:30",-6.205545,106.701425,23.8,0.19797
2,"2025-03-03 09:45:00",-6.204482,106.702792,23,0.19186
2,"2025-03-03 09:45:30",-6.203648,106.703863,18,0.1504
2,"2025-03-03 09:46:00",-6.202579,106.705237,23.1,0.19286
2,"2025-03-03 09:46:30",-6.201432,106.706711,24.8,0.20687
2,"2025-03-03 09:47:00",-6.200335,106.708121,23.7,0.1979
2,"2025-03-03 09:47:30",-6.199214,106.709562,24.3,0.20235
2,"2025-03-03 09:48:00",-6.198369,106.710648,18.3,0.15239
2,"2025-03-03 09:48:30",-6.197442,106.711839,20.1,0.16726
2,"2025-03-03 09:49:00",-6.196333,106.713265,24,0.20011
2,"2025-03-03 09:49:30",-6.195247,106.71466,23.5,0.19592
2,"2025-03-03 09:50:00",-6.194196,106.716011,22.7,0.18958
2,"2025-03-03 09:50:30",-6.193197,106.717295,21.6,0.18024
2,"2025-03-03 09:51:00",-6.192279,106.718874,24.4,0.20327
2,"2025-03-03 09:51:30",-6.191486,106.720533,24.4,0.20356
2,"2025-03-03 09:52:00",-6.191017,106.722023,20.8,0.17308
2,"2025-03-03 09:52:30",-6.190639,106.723786,24,0.2003
2,"2025-03-03 09:53:00",-6.190524,106.725206,18.9,0.15745
2,"2025-03-03 09:53:30",-6.190753,106.727044,24.6,0.20484
2,"2025-03-03 09:54:00",-6.190653,106.728486,19.6,0.16315
2,"2025-03-03 09:54:30",-6.190042,106.729675,18.8,0.15627
2,"2025-03-03 09:55:00",-6.188396,106.730391,24.9,0.20739
2,"2025-03-03 09:55:30",-6.186945,106.730189,19.5,0.16282
2,"2025-03-03 09:56:00",-6.185159,106.72991,24.1,0.20117
2,"2025-03-03 09:56:30",-6.1834,106.729488,24.1,0.20108
2,"2025-03-03 09:57:00",-6.181583,106.729052,24.9,0.20768
2,"2025-03-03 09:57:30",-6.180219,106.728725,18.7,0.15591
2,"2025-03-03 09:58:00",-6.178853,106.728397,18.7,0.15621
2,"2025-03-03 09:58:30",-6.177485,106.728212,18.5,0.15384
2,"2025-03-03 09:59:00",-6.175615,106.728038,25.1,0.20877
2,"2025-03-03 09:59:30",-6.174103,106.727897,20.3,0.16889
2,"2025-03-03 10:00:00",-6.172282,106.727728,24.4,0.20333
2,"2025-03-03 10:00:30",-6.170386,106.727551,25.4,0.2117
2,"2025-03-03 10:01:00",-6.16793,106.727322,32.9,0.27424
2,"2025-03-03 10:01:30",-6.166025,106.727145,25.5,0.21271
2,"2025-03-03 10:02:00",-6.163756,106.727085,30.3,0.25249
2,"2025-03-03 10:02:30",-6.161424,106.727028,31.1,0.25936
2,"2025-03-03 10:03:00",-6.159154,106.726971,30.3,0.25252
2,"2025-03-03 10:03:30",-6.156802,106.727093,31.5,0.26238
2,"2025-03-03 10:04:00",-6.154483,106.727286,31.1,0.25895
2,"2025-03-03 10:04:30",-6.151941,106.727277,33.9,0.28261
2,"2025-03-03 10:05:00",-6.150014,106.727424,25.9,0.216
2,"2025-03-03 10:05:30",-6.147696,106.727912,31.6,0.26339
2,"2025-03-03 10:06:00",-6.145237,106.72843,33.5,0.27936
2,"2025-03-03 10:06:30",-6.143118,106.728875,28.9,0.24065
2,"2025-03-03 10:07:00",-6.140772,106.729369,32,0.26656
2,"2025-03-03 10:07:30",-6.138885,106.729689,25.6,0.21329
2,"2025-03-03 10:08:00",-6.136638,106.729787,30,0.2501
2,"2025-03-03 10:08:30",-6.134115,106.729898,33.7,0.28079
2,"2025-03-03 10:09:00",-6.132171,106.729929,26,0.2164
2,"2025-03-03 10:09:30",-6.130054,106.729843,28.3,0.23554
2,"2025-03-03 10:10:00",-6.127915,106.729757,28.6,0.23801
2,"2025-03-03 10:10:30",-6.125413,106.729858,33.5,0.27891
2,"2025-03-03 10:11:00",-6.123009,106.730492,33.4,0.2783
2,"2025-03-03 10:11:30",-6.121306,106.731406,25.8,0.21473
2,"2025-03-03 10:12:00",-6.119488,106.732382,27.5,0.22908
2,"2025-03-03 10:12:30",-6.117195,106.732655,31.7,0.26443
2,"2025-03-03 10:13:00",-6.115871,106.734271,32.6,0.27143
2,"2025-03-03 10:13:30",-6.117737,106.736005,34,0.28297
2,"2025-03-03 10:14:00",-6.118974,106.737609,27.1,0.22575
2,"2025-03-03 10:14:30",-6.11973,106.739392,25.7,0.21424
2,"2025-03-03 10:15:00",-6.120577,106.74139,28.8,0.2402
2,"2025-03-03 10:15:30",-6.121515,106.743603,31.9,0.26598
2,"2025-03-03 10:16:00",-6.122137,106.745438,26,0.21669
2,"2025-03-03 10:16:30",-6.122208,106.747387,25.9,0.21557
2,"2025-03-03 10:17:00",-6.122299,106.749841,32.6,0.27149
2,"2025-03-03 10:17:30",-6.122385,106.752201,31.3,0.26117
2,"2025-03-03 10:18:00",-6.122467,106.754428,29.6,0.24637
2,"2025-03-03 10:18:30",-6.12254,106.756408,26.3,0.21901
2,"2025-03-03 10:19:00",-6.122629,106.758951,33.8,0.28141
2,"2025-03-03 10:19:30",-6.122465,106.760859,25.4,0.21176
2,"2025-03-03 10:20:00",-6.122272,106.763103,29.9,0.24904
2,"2025-03-03 10:20:30",-6.12209,106.765218,28.2,0.23464
2,"2025-03-03 10:21:00",-6.121896,106.767052,24.5,0.20403
2,"2025-03-03 10:21:30",-6.121514,106.769227,29.3,0.24421
2,"2025-03-03 10:22:00",-6.121556,106.771331,28,0.23311
2,"2025-03-03 10:22:30",-6.121644,106.77363,30.5,0.25436
2,"2025-03-03 10:23:00",-6.122853,106.775555,31.5,0.26248
2,"2025-03-03 10:23:30",-6.124906,106.776779,31.8,0.26535
2,"2025-03-03 10:24:00",-6.126644,106.778035,28.7,0.23937
2,"2025-03-03 10:24:30",-6.128435,106.779731,32.8,0.2736
2,"2025-03-03 10:25:00",-6.129919,106.781526,31,0.25856
2,"2025-03-03 10:25:30",-6.13083,106.783503,29.1,0.24227
2,"2025-03-03 10:26:00",-6.131429,106.785416,26.8,0.22319
2,"2025-03-03 10:26:30",-6.131771,106.787835,32.4,0.27012
2,"2025-03-03 10:27:00",-6.13207,106.789949,28.3,0.23607
2,"2025-03-03 10:27:30",-6.132384,106.792262,31,0.25823
2,"2025-03-03 10:28:00",-6.132282,106.794805,33.8,0.28143
2,"2025-03-03 10:28:30",-6.132193,106.797029,29.5,0.24604
2,"2025-03-03 10:29:00",-6.13211,106.799092,27.4,0.22833
2,"2025-03-03 10:29:30",-6.132034,106.800974,25,0.20815
2,"2025-03-03 10:30:00",-6.131861,106.803019,27.3,0.22728
2,"2025-03-03 10:30:30",-6.131542,106.805014,26.8,0.22342
2,"2025-03-03 10:31:00",-6.131151,106.80683,24.7,0.2056
2,"2025-03-03 10:31:30",-6.130596,106.809036,30.2,0.25168
2,"2025-03-03 10:32:00",-6.130095,106.811024,27.2,0.22665
2,"2025-03-03 10:32:30",-6.12961,106.813253,30.4,0.253
2,"2025-03-03 10:33:00",-6.129773,106.815292,27.5,0.2291
2,"2025-03-03 10:33:30",-6.130623,106.817001,25.6,0.21292
2,"2025-03-03 10:34:00",-6.131586,106.818942,29,0.24145
2,"2025-03-03 10:34:30",-6.131562,106.821353,32.8,0.27293
2,"2025-03-03 10:35:00",-6.131173,106.823613,30.4,0.25356
2,"2025-03-03 10:35:30",-6.130837,106.825565,26.3,0.21908
2,"2025-03-03 10:36:00",-6.130461,106.827748,29.4,0.24497
2,"2025-03-03 10:36:30",-6.130286,106.829767,26.9,0.22409
2,"2025-03-03 10:37:00",-6.130118,106.83189,28.3,0.23551
2,"2025-03-03 10:37:30",-6.129742,106.834121,30,0.25024
2,"2025-03-03 10:38:00",-6.12933,106.836421,31,0.25834
2,"2025-03-03 10:38:30",-6.128996,106.838282,25.1,0.20914
2,"2025-03-03 10:39:00",-6.128479,106.840561,31.1,0.25881
2,"2025-03-03 10:39:30",-6.12786,106.842697,29.5,0.24596
2,"2025-03-03 10:40:00",-6.12727,106.845154,33.5,0.2795
2,"2025-03-03 10:40:30",-6.126773,106.847405,30.6,0.25494
2,"2025-03-03 10:41:00",-6.126253,106.849762,32,0.26693
2,"2025-03-03 10:41:30",-6.125639,106.851841,28.8,0.23982
2,"2025-03-03 10:42:00",-6.124923,106.853635,25.7,0.21417
2,"2025-03-03 10:42:30",-6.123908,106.855906,33,0.27527
2,"2025-03-03 10:43:00",-6.122975,106.857995,30.4,0.25319
2,"2025-03-03 10:43:30",-6.122223,106.860377,33.3,0.27751
2,"2025-03-03 10:44:00",-6.122384,106.862861,33.7,0.2807
2,"2025-03-03 10:44:30",-6.122832,106.865103,30.3,0.25284
2,"2025-03-03 10:45:00",-6.123198,106.86693,24.7,0.20608
2,"2025-03-03 10:45:30",-6.123657,106.869226,31.1,0.25894
2,"2025-03-03 10:46:00",-6.124116,106.871521,31.1,0.25886
2,"2025-03-03 10:46:30",-6.124506,106.873477,26.5,0.22053
2,"2025-03-03 10:47:00",-6.124981,106.87585,32.1,0.2676
2,"2025-03-03 10:47:30",-6.125459,106.878239,32.3,0.26945
2,"2025-03-03 10:48:00",-6.125926,106.880576,31.6,0.26355
2,"2025-03-03 10:48:30",-6.126378,106.882836,30.6,0.25482
2,"2025-03-03 10:49:00",-6.127074,106.884637,25.6,0.2137
2,"2025-03-03 10:49:30",-6.128055,106.886809,31.8,0.26478
2,"2025-03-03 10:50:00",-6.129366,106.888849,32.2,0.2686
2,"2025-03-03 10:50:30",-6.130692,106.890911,32.6,0.27148
2,"2025-03-03 10:51:00",-6.131074,106.892834,27.9,0.23272
2,"2025-03-03 10:51:30",-6.129184,106.893544,27.9,0.23269
2,"2025-03-03 10:52:00",-6.127157,106.893459,27.1,0.22561
2,"2025-03-03 10:52:30",-6.124632,106.893352,33.7,0.28098
2,"2025-03-03 10:53:00",-6.122659,106.893269,26.3,0.21953
2,"2025-03-03 10:53:30",-6.120393,106.893173,30.3,0.25227
2,"2025-03-03 10:54:00",-6.11809,106.893076,30.8,0.25631
2,"2025-03-03 10:54:30",-6.117408,106.893352,27.5,0.22917
2,"2025-03-03 10:55:00",-6.119835,106.893517,32.5,0.27052
2,"2025-03-03 10:55:30",-6.122408,106.893692,34.4,0.28679
2,"2025-03-03 10:56:00",-6.122917,106.893887,29.6,0.24677
3,"2025-03-03 14:55:00",-6.206448,106.700264,26.6,0.22171
3,"2025-03-03 14:55:30",-6.205238,106.70182,26.2,0.21837
3,"2025-03-03 14:56:00",-6.203996,106.703416,26.9,0.22411
3,"2025-03-03 14:56:30",-6.202719,106.705057,27.6,0.23029
3,"2025-03-03 14:57:00",-6.201472,106.70666,27,0.22497
3,"2025-03-03 14:57:30",-6.200084,106.708443,30,0.25042
3,"2025-03-03 14:58:00",-6.198682,106.710245,30.3,0.25286
3,"2025-03-03 14:58:30",-6.197495,106.711771,25.7,0.21428
3,"2025-03-03 14:59:00",-6.196158,106.71349,28.9,0.24124
3,"2025-03-03 14:59:30",-6.194919,106.715081,26.8,0.2234
3,"2025-03-03 15:00:00",-6.193778,106.716548,24.7,0.20589
3,"2025-03-03 15:00:30",-6.192607,106.718188,26.9,0.22402
3,"2025-03-03 15:01:00",-6.191936,106.719591,20.7,0.1721
3,"2025-03-03 15:01:30",-6.191195,106.721394,26,0.2164
3,"2025-03-03 15:02:00",-6.190678,106.723319,26.5,0.22073
3,"2025-03-03 15:02:30",-6.190554,106.724806,19.8,0.16495
3,"2025-03-03 15:03:00",-6.19071,106.726698,25.3,0.21056
3,"2025-03-03 15:03:30",-6.19068,106.728395,22.9,0.19119
3,"2025-03-03 15:04:00",-6.190043,106.729674,20,0.16675
3,"2025-03-03 15:04:30",-6.188279,106.730374,26.5,0.2206
3,"2025-03-03 15:05:00",-6.186624,106.730145,22.3,0.18577
3,"2025-03-03 15:05:30",-6.185142,106.729906,20,0.16703
3,"2025-03-03 15:06:00",-6.183255,106.729453,25.9,0.21576
3,"2025-03-03 15:06:30",-6.181479,106.729027,24.4,0.20296
3,"2025-03-03 15:07:00",-6.179786,106.728621,23.2,0.19352
3,"2025-03-03 15:07:30",-6.178125,106.728272,22.7,0.18901
3,"2025-03-03 15:08:00",-6.176334,106.728105,24,0.2
3,"2025-03-03 15:08:30",-6.174337,106.727919,26.8,0.22303
3,"2025-03-03 15:09:00",-6.172402,106.727739,25.9,0.21605
3,"2025-03-03 15:09:30",-6.170575,106.727569,24.5,0.20407
3,"2025-03-03 15:10:00",-6.169142,106.727435,19.2,0.16
3,"2025-03-03 15:10:30",-6.167506,106.727283,21.9,0.18264
3,"2025-03-03 15:11:00",-6.166015,106.727144,20,0.16653
3,"2025-03-03 15:11:30",-6.164097,106.727094,25.6,0.21337
3,"2025-03-03 15:12:00",-6.162451,106.727053,22,0.1831
3,"2025-03-03 15:12:30",-6.160666,106.727009,23.8,0.19855
3,"2025-03-03 15:13:00",-6.158792,106.726962,25,0.20844
3,"2025-03-03 15:13:30",-6.156894,106.727083,25.4,0.21179
3,"2025-03-03 15:14:00",-6.154902,106.727288,26.7,0.22273
3,"2025-03-03 15:14:30",-6.152867,106.727281,27.1,0.2262
3,"2025-03-03 15:15:00",-6.151,106.727274,24.9,0.20762
3,"2025-03-03 15:15:30",-6.149141,106.727608,25.3,0.21057
3,"2025-03-03 15:16:00",-6.147225,106.728011,26.1,0.21764
3,"2025-03-03 15:16:30",-6.145572,106.728359,22.5,0.18774
3,"2025-03-03 15:17:00",-6.143743,106.728744,24.9,0.20788
3,"2025-03-03 15:17:30",-6.141911,106.729129,25,0.20806
3,"2025-03-03 15:18:00",-6.139966,106.729539,26.5,0.22097
3,"2025-03-03 15:18:30",-6.138413,106.729709,20.9,0.17423
3,"2025-03-03 15:19:00",-6.136393,106.729798,27,0.22487
3,"2025-03-03 15:19:30",-6.134745,106.72987,22,0.18338
3,"2025-03-03 15:20:00",-6.133246,106.729936,20,0.16687
3,"2025-03-03 15:20:30",-6.131355,106.729896,25.2,0.21041
3,"2025-03-03 15:21:00",-6.129619,106.729825,23.2,0.19327
3,"2025-03-03 15:21:30",-6.12809,106.729764,20.4,0.1701
3,"2025-03-03 15:22:00",-6.126445,106.729773,22,0.18323
3,"2025-03-03 15:22:30",-6.124807,106.729907,21.9,0.18278
3,"2025-03-03 15:23:00",-6.123415,106.730348,19.5,0.1628
3,"2025-03-03 15:23:30",-6.12202,106.731022,20.7,0.17249
3,"2025-03-03 15:24:00",-6.120605,106.731782,21.4,0.17839
3,"2025-03-03 15:24:30",-6.118842,106.732714,26.6,0.22186
3,"2025-03-03 15:25:00",-6.117328,106.732653,20.2,0.16846
3,"2025-03-03 15:25:30",-6.116058,106.733356,21.1,0.17601
3,"2025-03-03 15:26:00",-6.116268,106.734622,20.3,0.16916
3,"2025-03-03 15:26:30",-6.117701,106.735963,26.2,0.218
3,"2025-03-03 15:27:00",-6.118937,106.737522,26.6,0.22137
3,"2025-03-03 15:27:30",-6.119618,106.739128,23.2,0.19307
3,"2025-03-03 15:28:00",-6.12039,106.740949,26.3,0.21882
3,"2025-03-03 15:28:30",-6.121175,106.7428,26.7,0.22249
3,"2025-03-03 15:29:00",-6.121885,106.744476,24.2,0.20145
3,"2025-03-03 15:29:30",-6.122158,106.746009,21,0.17492
3,"2025-03-03 15:30:00",-6.122221,106.747732,22.9,0.19062
3,"2025-03-03 15:30:30",-6.122296,106.749763,27,0.22469
3,"2025-03-03 15:31:00",-6.122365,106.751641,24.9,0.20779
3,"2025-03-03 15:31:30",-6.122432,106.753482,24.4,0.2037
3,"2025-03-03 15:32:00",-6.122502,106.755383,25.2,0.21036
3,"2025-03-03 15:32:30",-6.122572,106.757285,25.2,0.2104
3,"2025-03-03 15:33:00",-6.122618,106.759075,23.8,0.19804
3,"2025-03-03 15:33:30",-6.12249,106.760564,19.8,0.16527
3,"2025-03-03 15:34:00",-6.122331,106.762422,24.7,0.20617
3,"2025-03-03 15:34:30",-6.122168,106.764311,25.2,0.2097
3,"2025-03-03 15:35:00",-6.122024,106.765989,22.3,0.18619
3,"2025-03-03 15:35:30",-6.121741,106.767934,26.1,0.21749
3,"2025-03-03 15:36:00",-6.121495,106.76971,23.9,0.19893
3,"2025-03-03 15:36:30",-6.12157,106.771681,26.2,0.21805
3,"2025-03-03 15:37:00",-6.121636,106.773414,23,0.1917
3,"2025-03-03 15:37:30",-6.122232,106.774962,22.5,0.18783
3,"2025-03-03 15:38:00",-6.123448,106.77591,21.1,0.17551
3,"2025-03-03 15:38:30",-6.124855,106.776749,21.8,0.18181
3,"2025-03-03 15:39:00",-6.126268,106.777678,22.6,0.1885
3,"2025-03-03 15:39:30",-6.127433,106.778782,21.4,0.17803
3,"2025-03-03 15:40:00",-6.128669,106.779953,22.7,0.18879
3,"2025-03-03 15:40:30",-6.129689,106.781227,21.7,0.18101
3,"2025-03-03 15:41:00",-6.13049,106.782659,22,0.18345
3,"2025-03-03 15:41:30",-6.131051,106.784054,20,0.16634
3,"2025-03-03 15:42:00",-6.131473,106.785729,23.1,0.19245
3,"2025-03-03 15:42:30",-6.131686,106.787236,20.2,0.16829
3,"2025-03-03 15:43:00",-6.131925,106.788922,22.6,0.18832
3,"2025-03-03 15:43:30",-6.132147,106.790496,21.1,0.17575
3,"2025-03-03 15:44:00",-6.132385,106.792182,22.6,0.18831
3,"2025-03-03 15:44:30",-6.132316,106.793949,23.5,0.19552
3,"2025-03-03 15:45:00",-6.13224,106.795842,25.1,0.20946
3,"2025-03-03 15:45:30",-6.132176,106.797438,21.2,0.1766
3,"2025-03-03 15:46:00",-6.132109,106.799112,22.2,0.18525
3,"2025-03-03 15:46:30",-6.132038,106.800876,23.4,0.19513
3,"2025-03-03 15:47:00",-6.131925,106.802619,23.2,0.19335
3,"2025-03-03 15:47:30",-6.131653,106.804321,22.9,0.1906
3,"2025-03-03 15:48:00",-6.131389,106.805886,21.1,0.1755
3,"2025-03-03 15:48:30",-6.131026,106.807328,19.7,0.16449
3,"2025-03-03 15:49:00",-6.130611,106.808975,22.5,0.18783
3,"2025-03-03 15:49:30",-6.130229,106.810492,20.8,0.17299
3,"2025-03-03 15:50:00",-6.129833,106.812067,21.6,0.17964
3,"2025-03-03 15:50:30",-6.129574,106.813814,23.5,0.19611
3,"2025-03-03 15:51:00",-6.129844,106.815562,23.7,0.19786
3,"2025-03-03 15:51:30",-6.130735,106.81719,24.8,0.20639
3,"2025-03-03 15:52:00",-6.131456,106.818484,19.7,0.16454
3,"2025-03-03 15:52:30",-6.13177,106.820148,22.8,0.19036
3,"2025-03-03 15:53:00",-6.131499,106.82172,21.2,0.17633
3,"2025-03-03 15:53:30",-6.131214,106.823376,22.3,0.18589
3,"2025-03-03 15:54:00",-6.131214,106.823376,0,0
3,"2025-03-03 15:54:30",-6.131214,106.823376,0,0
3,"2025-03-03 15:55:00",-6.130911,106.825136,23.7,0.19745
3,"2025-03-03 15:55:30",-6.13057,106.827114,26.6,0.22192
3,"2025-03-03 15:56:00",-6.130366,106.828772,22.2,0.18493
3,"2025-03-03 15:56:30",-6.130215,106.830664,25.2,0.20984
